filename,extension,file_size_bytes,type_category,target_bucket,target_storage_path
aioseo-client-logo-12-BEkB8B5R.svg,.svg,63178,IMAGE,yuvatejam-media,images/aioseo-client-logo-12-BEkB8B5R.svg
aioseo-client-logo-12.svg,.svg,63178,IMAGE,yuvatejam-media,images/aioseo-client-logo-12.svg
aioseo-client-logo-2-DffWHG7x.svg,.svg,9770,IMAGE,yuvatejam-media,images/aioseo-client-logo-2-DffWHG7x.svg
aioseo-client-logo-2.svg,.svg,9770,IMAGE,yuvatejam-media,images/aioseo-client-logo-2.svg
aioseo-client-logo-3-CJQ3YNjp.svg,.svg,13497,IMAGE,yuvatejam-media,images/aioseo-client-logo-3-CJQ3YNjp.svg
aioseo-client-logo-3.svg,.svg,13497,IMAGE,yuvatejam-media,images/aioseo-client-logo-3.svg
aioseo-client-logo-4-rmUdiF8S.svg,.svg,23012,IMAGE,yuvatejam-media,images/aioseo-client-logo-4-rmUdiF8S.svg
aioseo-client-logo-4.svg,.svg,23012,IMAGE,yuvatejam-media,images/aioseo-client-logo-4.svg
aioseo-client-logo-5-BFbbcR6D.svg,.svg,6349,IMAGE,yuvatejam-media,images/aioseo-client-logo-5-BFbbcR6D.svg
aioseo-client-logo-5.svg,.svg,6349,IMAGE,yuvatejam-media,images/aioseo-client-logo-5.svg
aioseo-client-logo-6-B1Xil_91.svg,.svg,27527,IMAGE,yuvatejam-media,images/aioseo-client-logo-6-B1Xil_91.svg
aioseo-client-logo-6.svg,.svg,27527,IMAGE,yuvatejam-media,images/aioseo-client-logo-6.svg
aioseo-client-logo-7-zu-ySb0j.svg,.svg,10408,IMAGE,yuvatejam-media,images/aioseo-client-logo-7-zu-ySb0j.svg
aioseo-client-logo-7.svg,.svg,10408,IMAGE,yuvatejam-media,images/aioseo-client-logo-7.svg
aioseo-client-logo-8-MyDSqUcV.svg,.svg,8965,IMAGE,yuvatejam-media,images/aioseo-client-logo-8-MyDSqUcV.svg
aioseo-client-logo-8.svg,.svg,8965,IMAGE,yuvatejam-media,images/aioseo-client-logo-8.svg
aioseo-client-logo-9-Cs1wjsF9.svg,.svg,38859,IMAGE,yuvatejam-media,images/aioseo-client-logo-9-Cs1wjsF9.svg
aioseo-client-logo-9.svg,.svg,38859,IMAGE,yuvatejam-media,images/aioseo-client-logo-9.svg
b-150x150.jpg,.jpg,21400,IMAGE,yuvatejam-media,images/b-150x150.jpg
b.jpg,.jpg,70428,IMAGE,yuvatejam-media,images/b.jpg
banner-1024x515.jpg,.jpg,89234,IMAGE,yuvatejam-media,images/banner-1024x515.jpg
banner-150x150.jpg,.jpg,13994,IMAGE,yuvatejam-media,images/banner-150x150.jpg
banner-300x151.jpg,.jpg,17794,IMAGE,yuvatejam-media,images/banner-300x151.jpg
banner-768x386.jpg,.jpg,59961,IMAGE,yuvatejam-media,images/banner-768x386.jpg
banner.jpg,.jpg,141554,IMAGE,yuvatejam-media,images/banner.jpg
bobby-rodriguezz-631332-unsp5lash.jpg,.jpg,9273,IMAGE,yuvatejam-media,images/bobby-rodriguezz-631332-unsp5lash.jpg
c-150x150.jpg,.jpg,1768,IMAGE,yuvatejam-media,images/c-150x150.jpg
c.jpg,.jpg,68834,IMAGE,yuvatejam-media,images/c.jpg
chairman-signature-150x116.png,.png,12345,IMAGE,yuvatejam-media,images/chairman-signature-150x116.png
chairman-signature-300x87.png,.png,17636,IMAGE,yuvatejam-media,images/chairman-signature-300x87.png
chairman-signature.png,.png,29120,IMAGE,yuvatejam-media,images/chairman-signature.png
class-IXR-client.php,.php,4749,LEGACY,SKIP,SKIP
class-IXR-clientmulticall.php,.php,1263,LEGACY,SKIP,SKIP
class-wp-ai-client-ability-function-resolver.php,.php,6309,LEGACY,SKIP,SKIP
class-wp-ai-client-cache.php,.php,6802,LEGACY,SKIP,SKIP
class-wp-ai-client-discovery-strategy.php,.php,1167,LEGACY,SKIP,SKIP
class-wp-ai-client-event-dispatcher.php,.php,2555,LEGACY,SKIP,SKIP
class-wp-ai-client-http-client.php,.php,6768,LEGACY,SKIP,SKIP
class-wp-ai-client-prompt-builder.php,.php,19824,LEGACY,SKIP,SKIP
class-wp-http-ixr-client.php,.php,3516,LEGACY,SKIP,SKIP
client-logo-handler.php,.php,803,LEGACY,SKIP,SKIP
client-logo.css,.css,5847,LEGACY,SKIP,SKIP
client-logo.js,.js,585,LEGACY,SKIP,SKIP
client-logo.php,.php,54214,LEGACY,SKIP,SKIP
client.class.php,.php,2539,LEGACY,SKIP,SKIP
client.js,.js,539,LEGACY,SKIP,SKIP
client_2_black.png,.png,1623,IMAGE,yuvatejam-media,images/client_2_black.png
cropped-logo-1-150x150.png,.png,27278,IMAGE,yuvatejam-media,images/cropped-logo-1-150x150.png
cropped-logo-1-180x180.png,.png,36705,IMAGE,yuvatejam-media,images/cropped-logo-1-180x180.png
cropped-logo-1-192x192.png,.png,40635,IMAGE,yuvatejam-media,images/cropped-logo-1-192x192.png
cropped-logo-1-270x270.png,.png,69855,IMAGE,yuvatejam-media,images/cropped-logo-1-270x270.png
cropped-logo-1-300x300.png,.png,82578,IMAGE,yuvatejam-media,images/cropped-logo-1-300x300.png
cropped-logo-1-32x32.png,.png,2376,IMAGE,yuvatejam-media,images/cropped-logo-1-32x32.png
cropped-logo-1.png,.png,186239,IMAGE,yuvatejam-media,images/cropped-logo-1.png
cropped-logo-133x122.png,.png,6870,IMAGE,yuvatejam-media,images/cropped-logo-133x122.png
cropped-logo-150x150.png,.png,9232,IMAGE,yuvatejam-media,images/cropped-logo-150x150.png
cropped-logo-221x203.png,.png,50380,IMAGE,yuvatejam-media,images/cropped-logo-221x203.png
cropped-logo.png,.png,60517,IMAGE,yuvatejam-media,images/cropped-logo.png
d-150x150.jpg,.jpg,3763,IMAGE,yuvatejam-media,images/d-150x150.jpg
e-150x150.jpg,.jpg,2816,IMAGE,yuvatejam-media,images/e-150x150.jpg
f-150x150.jpg,.jpg,2331,IMAGE,yuvatejam-media,images/f-150x150.jpg
f-300x300.jpg,.jpg,5478,IMAGE,yuvatejam-media,images/f-300x300.jpg
http-client.asset.php,.php,210,LEGACY,SKIP,SKIP
http-client.js,.js,172928,LEGACY,SKIP,SKIP
http-client.min.js,.js,43226,LEGACY,SKIP,SKIP
http-client.min.js.LICENSE.txt,.txt,72,LEGACY,SKIP,SKIP
http-client.strings.js,.js,0,LEGACY,SKIP,SKIP
icon-whatsapp.svg,.svg,604,IMAGE,yuvatejam-media,images/icon-whatsapp.svg
jogendar1-150x150.jpg,.jpg,5973,IMAGE,yuvatejam-media,images/jogendar1-150x150.jpg
our-team.jpeg,.jpeg,323552,IMAGE,yuvatejam-media,images/our-team.jpeg
placeholder.png,.png,6146,IMAGE,yuvatejam-media,images/placeholder.png
provider_client_text.php,.php,377,LEGACY,SKIP,SKIP
rawpixel-557123-unsplash-1024x683.jpg,.jpg,30644,IMAGE,yuvatejam-media,images/rawpixel-557123-unsplash-1024x683.jpg
services-team-photos.php,.php,2934,LEGACY,SKIP,SKIP
slider-1-1024x853.jpg,.jpg,160580,IMAGE,yuvatejam-media,images/slider-1-1024x853.jpg
slider-3.jpg,.jpg,165144,IMAGE,yuvatejam-media,images/slider-3.jpg
slider.jpg,.jpg,156751,IMAGE,yuvatejam-media,images/slider.jpg
swami-sir-150x150.jpg,.jpg,4616,IMAGE,yuvatejam-media,images/swami-sir-150x150.jpg
team-4-col.php,.php,6796,LEGACY,SKIP,SKIP
team-handler.php,.php,770,LEGACY,SKIP,SKIP
team.css,.css,26520,LEGACY,SKIP,SKIP
team.e5a4152e.jpg,.jpg,460811,IMAGE,yuvatejam-media,images/team.e5a4152e.jpg
team.js,.js,515,LEGACY,SKIP,SKIP
team.php,.php,98198,LEGACY,SKIP,SKIP
teamupdraft_logo.png,.png,1805,IMAGE,yuvatejam-media,images/teamupdraft_logo.png
trust-main-logo-1024x515.jpg,.jpg,81715,IMAGE,yuvatejam-media,images/trust-main-logo-1024x515.jpg
trust-main-logo-150x150.jpg,.jpg,7225,IMAGE,yuvatejam-media,images/trust-main-logo-150x150.jpg
trust-main-logo-300x151.jpg,.jpg,13924,IMAGE,yuvatejam-media,images/trust-main-logo-300x151.jpg
trust-main-logo-768x386.jpg,.jpg,54271,IMAGE,yuvatejam-media,images/trust-main-logo-768x386.jpg
trust-main-logo.jpg,.jpg,180642,IMAGE,yuvatejam-media,images/trust-main-logo.jpg
unitecreator_client_text.php,.php,13721,LEGACY,SKIP,SKIP
yuvatejam-trust-logo-150x150.png,.png,35744,IMAGE,yuvatejam-media,images/yuvatejam-trust-logo-150x150.png
yuvatejam-trust-logo-300x300.png,.png,98846,IMAGE,yuvatejam-media,images/yuvatejam-trust-logo-300x300.png
yuvatejam-trust-logo.png,.png,224098,IMAGE,yuvatejam-media,images/yuvatejam-trust-logo.png
